support,itemsets
0.005192397882841637,frozenset({'big'})
0.002428702235522701,frozenset({'biggest'})
0.0032047703061839784,frozenset({'bill'})
0.0021104584943162784,frozenset({'billion'})
0.0015242200236728677,frozenset({'bit'})
0.0011501440471670724,frozenset({'bjp'})
0.002668780847310003,frozenset({'black'})
0.001166893717756884,frozenset({'blacklivesmatt'})
0.00251245058847176,frozenset({'blame'})
0.0017363825178104831,frozenset({'bless'})
0.0011557272706970096,frozenset({'blm'})
0.0010943118118677,frozenset({'block'})
0.0027246130826093754,frozenset({'blog'})
0.003807758447417201,frozenset({'blood'})
0.0014460548942537464,frozenset({'board'})
0.00251245058847176,frozenset({'bodi'})
0.0030651897179355472,frozenset({'book'})
0.0013064743060053152,frozenset({'boost'})
0.002328204211983831,frozenset({'border'})
0.0011054782589275745,frozenset({'bori'})
0.0027469459767291244,frozenset({'borisjohnson'})
0.001027313129508453,frozenset({'boy'})
0.0010105634589186413,frozenset({'brain'})
0.0015856354825021775,frozenset({'brand'})
0.0026296982826004424,frozenset({'brazil'})
0.007883511624271389,frozenset({'break'})
0.0012618085177658173,frozenset({'breath'})
0.0010608124706880766,frozenset({'brexit'})
0.0016805502825111107,frozenset({'brief'})
0.00589588404761373,frozenset({'bring'})
0.0010328963530383903,frozenset({'british'})
0.0023393706590437054,frozenset({'brother'})
0.0016303012707416754,frozenset({'brought'})
0.0032271032003037274,frozenset({'build'})
0.001161310494226947,frozenset({'bulletin'})
0.014510797954306898,frozenset({'busi'})
0.0024063693414029526,frozenset({'buy'})
0.007006945530071242,frozenset({'c'})
0.0023784532237532663,frozenset({'ca'})
0.0027413627531991873,frozenset({'california'})
0.011222279295173861,frozenset({'call'})
0.001982044353127722,frozenset({'came'})
0.0015688858119123658,frozenset({'camp'})
0.0026408647296603167,frozenset({'campaign'})
0.008938740871429528,"frozenset({""can't""})"
0.00399200482390513,frozenset({'canada'})
0.0014963039060231817,frozenset({'canadian'})
0.0030875226120552963,frozenset({'cancel'})
0.0018201308707595418,frozenset({'cancer'})
0.0010552292471581392,frozenset({'candid'})
0.0023672867766933916,frozenset({'cannot'})
0.0011892266118766332,frozenset({'capac'})
0.0014739710119034326,frozenset({'capit'})
0.0016303012707416754,frozenset({'car'})
0.013472318377738572,frozenset({'care'})
0.0014069723295441856,frozenset({'carri'})
0.09631060589141748,frozenset({'case'})
0.0010943118118677,frozenset({'cash'})
0.002216539741385086,frozenset({'catch'})
0.006560287647676262,frozenset({'caus'})
0.004282332447461867,frozenset({'cdc'})
0.0015577193648524913,frozenset({'cdcgov'})
0.0029870245885164257,frozenset({'celebr'})
0.0023840364472832035,frozenset({'center'})
0.003288518659133037,frozenset({'centr'})
0.0013734729883645622,frozenset({'central'})
0.001954128235478036,frozenset({'ceo'})
0.001395805882484311,frozenset({'certain'})
0.001457221341313621,frozenset({'chain'})
0.006772450141813878,frozenset({'challeng'})
0.0020657927060767807,frozenset({'chanc'})
0.010116801036246287,frozenset({'chang'})
0.0010663956942180137,frozenset({'channel'})
0.0017419657413404203,frozenset({'charg'})
0.0017642986354601694,frozenset({'chart'})
0.008653996471402728,frozenset({'check'})
0.0038021752238872634,frozenset({'chief'})
0.0025906157178908814,frozenset({'child'})
0.009837639859749425,frozenset({'children'})
0.00784442905956183,frozenset({'china'})
0.002300288094334145,frozenset({'chines'})
0.0013064743060053152,frozenset({'choic'})
0.0013176407530651898,frozenset({'choos'})
0.002076959153136655,frozenset({'church'})
0.006526788306496639,frozenset({'citi'})
0.0030484400473457353,frozenset({'citizen'})
0.0010105634589186413,frozenset({'civil'})
0.003975255153315318,frozenset({'claim'})
0.004003171270965005,frozenset({'class'})
0.002322620988453894,frozenset({'clean'})
0.0034615985885610915,frozenset({'clear'})
0.0018815463295888514,frozenset({'click'})
0.0010105634589186413,frozenset({'climat'})
0.0032773522120731627,frozenset({'clinic'})
0.00859258101257342,frozenset({'close'})
0.0010943118118677,frozenset({'closur'})
0.0010552292471581392,frozenset({'cloth'})
0.0010998950353976371,frozenset({'club'})
0.0011780601648167586,frozenset({'cluster'})
0.0025068673649418227,frozenset({'cm'})
0.00257386604730107,frozenset({'cnn'})
0.002719029859079438,frozenset({'co'})
0.0010440628000982647,frozenset({'coach'})
0.0010384795765683275,frozenset({'code'})
0.0010998950353976371,frozenset({'cold'})
0.001345556870714876,frozenset({'collabor'})
0.0013846394354244367,frozenset({'colleagu'})
0.001987627576657659,frozenset({'collect'})
0.003405766353261719,frozenset({'colleg'})
0.0016805502825111107,frozenset({'combat'})
0.012891663130625097,frozenset({'come'})
0.001574469035442303,frozenset({'comment'})
0.0018536302119391652,frozenset({'commit'})
0.002099292047256404,frozenset({'common'})
0.0017028831766308595,frozenset({'communic'})
0.010183799718605535,frozenset({'communiti'})
0.005588806753467182,frozenset({'compani'})
0.0020099604707774082,frozenset({'compar'})
0.0037575094356477657,frozenset({'complet'})
0.0020378765884270945,frozenset({'compon'})
0.004511244612189293,frozenset({'concern'})
0.002177457176675525,frozenset({'condit'})
0.004527994282779105,frozenset({'conduct'})
0.0019038792237086005,frozenset({'confer'})
0.013673314424816311,frozenset({'confirm'})
0.0010384795765683275,frozenset({'confus'})
0.0010049802353887041,frozenset({'congratul'})
0.0030931058355852335,frozenset({'congress'})
0.002171873953145588,frozenset({'connect'})
0.0010998950353976371,frozenset({'consequ'})
0.0011724769412868213,frozenset({'conserv'})
0.0032159367532438527,frozenset({'consid'})
0.0012394756236460682,frozenset({'conspiraci'})
0.0016638006119212988,frozenset({'consum'})
0.005761886682895237,frozenset({'contact'})
0.0025850324943609442,frozenset({'contain'})
0.010814703977488443,frozenset({'continu'})
0.0029814413649864886,frozenset({'contract'})
0.001529803247202805,frozenset({'contribut'})
0.005460392612278625,frozenset({'control'})
0.0015800522589722401,frozenset({'convers'})
0.0013288072001250643,frozenset({'cope'})
0.0022556223060946467,frozenset({'copi'})
0.010641624048060388,frozenset({'corona'})
0.0022444558590347724,frozenset({'coronainfoch'})
0.0796446836545548,frozenset({'coronavirus'})
0.0049188199298747124,frozenset({'coronaviruspandem'})
0.006917613953592246,frozenset({'coronavirusupd'})
0.001457221341313621,frozenset({'corpor'})
0.0014851374589633071,frozenset({'correct'})
0.001870379882528977,frozenset({'corrupt'})
0.003126605176764857,frozenset({'cost'})
0.0012171427295263194,frozenset({'cough'})
0.0117526855305179,frozenset({'could'})
0.0011278111530473233,frozenset({'council'})
0.004756906447506533,frozenset({'count'})
0.0062252942358800275,frozenset({'counti'})
0.019569198472430042,frozenset({'countri'})
0.0014963039060231817,frozenset({'coupl'})
0.0024063693414029526,frozenset({'cours'})
0.0016079683766219263,frozenset({'court'})
0.005209147553431449,frozenset({'cover'})
0.02397436183755053,frozenset({'covid'})
0.04941711146347455,frozenset({'covid-19'})
0.5606617236527681,frozenset({'covid19'})
0.001462804564843558,frozenset({'covid19india'})
0.003154521294414543,frozenset({'covidiot'})
0.0011948098354065703,frozenset({'crazi'})
0.0052482301181410096,frozenset({'creat'})
0.00893315764789959,frozenset({'crisi'})
0.0034783482591509035,frozenset({'critic'})
0.00530964557697032,frozenset({'cross'})
0.0016526341648614245,frozenset({'crowd'})
0.0010608124706880766,frozenset({'crucial'})
0.0011389776001071979,frozenset({'cruis'})
0.0012227259530562566,frozenset({'cultur'})
0.0010105634589186413,frozenset({'curb'})
0.0034113495767916563,frozenset({'cure'})
0.005968465953502915,frozenset({'current'})
0.0011501440471670724,frozenset({'curv'})
0.0033611005650222214,frozenset({'custom'})
0.001982044353127722,frozenset({'cut'})
0.012735332871786855,frozenset({'daili'})
0.001233892400116131,frozenset({'damag'})
0.0014069723295441856,frozenset({'damn'})
0.002802778212028497,frozenset({'danger'})
0.010803537530428568,frozenset({'data'})
0.002652031176720191,frozenset({'date'})
0.0018759631060589143,frozenset({'daughter'})
0.030584898496996225,frozenset({'day'})
0.002032293364897157,frozenset({'de'})
0.006878531388882685,frozenset({'dead'})
0.003897090023896197,frozenset({'deal'})
0.002216539741385086,frozenset({'dear'})
0.05320812024030194,frozenset({'death'})
0.0010049802353887041,frozenset({'debat'})
0.0023896196708131407,frozenset({'decid'})
0.0031210219532349197,frozenset({'decis'})
0.0015130535766129933,frozenset({'declar'})
0.0014460548942537464,frozenset({'declin'})
0.001071978917747951,frozenset({'dedic'})
0.0010831453648078254,frozenset({'defeat'})
0.0014516381177836835,frozenset({'definit'})
0.002071375929606718,frozenset({'delay'})
0.002646447953190254,frozenset({'delhi'})
0.004181834423922996,frozenset({'deliv'})
0.0014460548942537464,frozenset({'deliveri'})
0.0037072604238783304,frozenset({'demand'})
0.0029870245885164257,frozenset({'democrat'})
0.0010217299059785158,frozenset({'demonstr'})
0.0010663956942180137,frozenset({'deni'})
0.0023784532237532663,frozenset({'depart'})
0.0011501440471670724,frozenset({'depress'})
0.0011780601648167586,frozenset({'deserv'})
0.0026799472943698772,frozenset({'design'})
0.003629095294459209,frozenset({'despit'})
0.0013176407530651898,frozenset({'destroy'})
0.0031880206355941665,frozenset({'detail'})
0.0027413627531991873,frozenset({'detect'})
0.0010663956942180137,frozenset({'devast'})
0.007810929718382205,frozenset({'develop'})
0.0010105634589186413,frozenset({'diagnos'})
0.018915961319427386,frozenset({'die'})
0.005253813341670947,frozenset({'differ'})
0.0017977979766397928,frozenset({'difficult'})
0.0030875226120552963,frozenset({'digit'})
0.0025180338120016975,frozenset({'direct'})
0.0021997900707952742,frozenset({'director'})
0.0013511400942448131,frozenset({'disabl'})
0.001574469035442303,frozenset({'disast'})
0.00257386604730107,frozenset({'discharg'})
0.0012003930589365075,frozenset({'discov'})
0.006962279741831744,frozenset({'discuss'})
0.005002568282823771,frozenset({'diseas'})
0.0011836433883466958,frozenset({'disinfect'})
0.0017977979766397928,frozenset({'disrupt'})
0.007531768541885343,frozenset({'distanc'})
0.001708466400160797,frozenset({'distribut'})
0.004622909082788038,frozenset({'district'})
0.0010440628000982647,frozenset({'dm'})
0.006677535341804945,frozenset({'doctor'})
0.00759876722424459,frozenset({'doe'})
0.0014404716707238092,frozenset({'dog'})
0.0011166447059874488,frozenset({'domest'})
0.001596801929562052,frozenset({'donald'})
0.003310851553252786,frozenset({'donat'})
0.005320812024030194,frozenset({'done'})
0.001161310494226947,frozenset({'dont'})
0.0010608124706880766,frozenset({'door'})
0.0014069723295441856,frozenset({'doubl'})
0.0021383746119659646,frozenset({'download'})
0.008743328047881724,frozenset({'dr'})
0.0012394756236460682,frozenset({'drink'})
0.002093708823726467,frozenset({'drive'})
0.0029702749179266142,frozenset({'drop'})
0.0010440628000982647,frozenset({'drtedro'})
0.0025906157178908814,frozenset({'drug'})
0.016263930142707193,frozenset({'due'})
0.030367152779328672,frozenset({'dure'})
0.0038021752238872634,frozenset({'e'})
0.003925006141545883,frozenset({'earli'})
0.0011724769412868213,frozenset({'earlier'})
0.001161310494226947,frozenset({'earlyvot'})
0.0010328963530383903,frozenset({'earn'})
0.0010049802353887041,frozenset({'earth'})
0.0012059762824664449,frozenset({'eas'})
0.0019485450119480984,frozenset({'easi'})
0.0020434598119570316,frozenset({'eat'})
0.005666971882886303,frozenset({'econom'})
0.0065714540947361365,frozenset({'economi'})
0.0012394756236460682,frozenset({'edit'})
0.0014069723295441856,frozenset({'edt'})
0.00634254193000871,frozenset({'educ'})
0.007755097483082832,frozenset({'effect'})
0.0032215199767737903,frozenset({'effort'})
0.001233892400116131,frozenset({'either'})
0.0014404716707238092,frozenset({'elder'})
0.0037184268709382047,frozenset({'elect'})
0.0024119525649328897,frozenset({'els'})
0.004941152823994461,frozenset({'emerg'})
0.0024901176943520112,frozenset({'employ'})
0.003858007459186636,frozenset({'employe'})
0.0010775621412778883,frozenset({'enabl'})
0.0014516381177836835,frozenset({'encourag'})
0.006867364941822811,frozenset({'end'})
0.0012618085177658173,frozenset({'energi'})
0.0014069723295441856,frozenset({'enforc'})
0.001507470353083056,frozenset({'engag'})
0.002261205529624584,frozenset({'england'})
0.0020378765884270945,frozenset({'enjoy'})
0.003746342988587891,frozenset({'enough'})
0.003863590682716573,frozenset({'ensur'})
0.0019150456707684748,frozenset({'enter'})
0.001892712776648726,frozenset({'entir'})
0.0010943118118677,frozenset({'environ'})
0.001161310494226947,frozenset({'epidem'})
0.0018424637648792907,frozenset({'episod'})
0.0014237220001339973,frozenset({'era'})
0.0034895147062107778,frozenset({'especi'})
0.0027581124237889987,frozenset({'essenti'})
0.0012003930589365075,frozenset({'estim'})
0.001049646023628202,frozenset({'et'})
0.0012841414118855662,frozenset({'etc'})
0.001144560823637135,frozenset({'eu'})
0.0021551242825557765,frozenset({'europ'})
0.015990352189740268,frozenset({'even'})
0.00338343345914197,frozenset({'event'})
0.004969068941644147,frozenset({'ever'})
0.009686892824441119,frozenset({'everi'})
0.0010440628000982647,frozenset({'everyday'})
0.008235254706657437,frozenset({'everyon'})
0.0034336824709114053,frozenset({'everyth'})
0.0014907206824932443,frozenset({'evict'})
0.0027022801884896263,frozenset({'evid'})
0.0015130535766129933,frozenset({'exact'})
0.0020211269178372826,frozenset({'exam'})
0.0015856354825021775,frozenset({'exampl'})
0.001870379882528977,frozenset({'excel'})
0.0014404716707238092,frozenset({'except'})
0.0011501440471670724,frozenset({'excess'})
0.0016526341648614245,frozenset({'excit'})
0.0014293052236639347,frozenset({'execut'})
0.0010105634589186413,frozenset({'exercis'})
0.0017307992942805458,frozenset({'exist'})
0.0011501440471670724,frozenset({'expand'})
0.003919422918015946,frozenset({'expect'})
0.0011222279295173862,frozenset({'expens'})
0.0036849275297585814,frozenset({'experi'})
0.0014237220001339973,frozenset({'experienc'})
0.005639055765236617,frozenset({'expert'})
0.0030093574826361748,frozenset({'explain'})
0.0016303012707416754,frozenset({'explor'})
0.0021886236237354,frozenset({'expos'})
0.0011780601648167586,frozenset({'exposur'})
0.0010775621412778883,frozenset({'express'})
0.002719029859079438,frozenset({'extend'})
0.0010998950353976371,frozenset({'extra'})
0.001233892400116131,frozenset({'extrem'})
0.0016191348236818009,frozenset({'eye'})
0.004371664023940862,frozenset({'f'})
0.01359514929539719,frozenset({'face'})
0.0018145476472296045,frozenset({'facebook'})
0.0032829354356031,frozenset({'facemask'})
0.0029702749179266142,frozenset({'facil'})
0.004193000870982871,frozenset({'fact'})
0.0010440628000982647,frozenset({'factor'})
0.003199187082654041,frozenset({'fail'})
0.002054626259016906,frozenset({'failur'})
0.0011780601648167586,frozenset({'fair'})
0.0016638006119212988,frozenset({'fake'})
0.003969671929785381,frozenset({'fall'})
0.0014181387766040601,frozenset({'fals'})
0.011088281930455367,frozenset({'famili'})
0.0014683877883734954,frozenset({'fan'})
0.005080733412242892,frozenset({'far'})
0.001390222658954374,frozenset({'fast'})
0.0029926078120463633,frozenset({'fatal'})
0.0011166447059874488,frozenset({'father'})
0.0029870245885164257,frozenset({'fauci'})
0.0011054782589275745,frozenset({'fda'})
0.003902673247426134,frozenset({'fear'})
0.0025180338120016975,frozenset({'featur'})
0.0027246130826093754,frozenset({'feder'})
0.001144560823637135,frozenset({'fee'})
0.0072470241418585435,frozenset({'feel'})
0.0010328963530383903,frozenset({'festiv'})
0.0010663956942180137,frozenset({'field'})
0.010462960895102397,frozenset({'fight'})
0.00235053710610358,frozenset({'figur'})
0.0010943118118677,frozenset({'fill'})
0.0010384795765683275,frozenset({'film'})
0.003785425553297452,frozenset({'final'})
0.0013120575295352524,frozenset({'financ'})
0.002791611764968622,frozenset({'financi'})
0.009050405342028273,frozenset({'find'})
0.0018368805413493535,frozenset({'fine'})
0.00267436407083994,frozenset({'fire'})
0.0010943118118677,frozenset({'firm'})
0.01649284230743462,frozenset({'first'})
0.0018424637648792907,frozenset({'fit'})
0.0021551242825557765,frozenset({'five'})
0.001166893717756884,frozenset({'fix'})
0.0013678897648346248,frozenset({'fli'})
0.002283538423744333,frozenset({'flight'})
0.0046173258592581016,frozenset({'florida'})
0.003523014047390401,frozenset({'flu'})
0.0014348884471938718,frozenset({'fo'})
0.0037240100944681423,frozenset({'focus'})
0.0016861335060410479,frozenset({'folk'})
0.010825870424548318,frozenset({'follow'})
0.0053263952475601315,frozenset({'food'})
0.002171873953145588,frozenset({'footbal'})
0.004734573553386783,frozenset({'forc'})
0.001278558188355629,frozenset({'foreign'})
0.0027525292002590616,frozenset({'forget'})
0.0013734729883645622,frozenset({'form'})
0.001959711459007973,frozenset({'former'})
0.0019094624472385377,frozenset({'forward'})
0.004042253835674565,frozenset({'found'})
0.002685530517899815,frozenset({'four'})
0.0017363825178104831,frozenset({'franc'})
0.007509435647765594,frozenset({'free'})
0.001345556870714876,frozenset({'freedom'})
0.002562699600241195,frozenset({'fresh'})
0.0032215199767737903,frozenset({'friday'})
0.006247627129999777,frozenset({'friend'})
0.001825714094289479,frozenset({'front'})
0.001959711459007973,frozenset({'frontlin'})
0.0032159367532438527,frozenset({'fuck'})
0.005175648212251826,frozenset({'full'})
0.0012450588471760056,frozenset({'fulli'})
0.0015633025883824284,frozenset({'fun'})
0.004661991647497599,frozenset({'fund'})
0.0011222279295173862,frozenset({'funni'})
0.0047289903298568465,frozenset({'futur'})
0.003148938070884606,frozenset({'g'})
0.001211559505996382,frozenset({'gain'})
0.003405766353261719,frozenset({'game'})
0.0011278111530473233,frozenset({'gate'})
0.002076959153136655,frozenset({'gather'})
0.0011557272706970096,frozenset({'gave'})
0.0022053732943252114,frozenset({'general'})
0.0012394756236460682,frozenset({'generat'})
0.0019038792237086005,frozenset({'georgia'})
0.0018312973178194161,frozenset({'germani'})
0.033812001697299955,frozenset({'get'})
0.0010440628000982647,frozenset({'gift'})
0.0017922147531098556,frozenset({'girl'})
0.008436250753735176,frozenset({'give'})
0.002925609129687116,frozenset({'given'})
0.0010440628000982647,frozenset({'glad'})
0.014131138754271166,frozenset({'global'})
0.0040366706121446275,frozenset({'gmt'})
0.025543247649462895,frozenset({'go'})
0.0011780601648167586,frozenset({'goal'})
0.0035453469415101502,frozenset({'god'})
0.0019932108001875963,frozenset({'goe'})
0.0015633025883824284,frozenset({'golf'})
0.0022723719766844586,frozenset({'gone'})
0.0014013891060142484,frozenset({'gonna'})
0.0139413091542533,frozenset({'good'})
0.004511244612189293,frozenset({'gop'})
0.007286106706568104,frozenset({'got'})
0.0021272081649060903,frozenset({'gov'})
0.015878687719141523,frozenset({'govern'})
0.0027022801884896263,frozenset({'governor'})
0.0049969850592938335,frozenset({'govt'})
0.0019150456707684748,frozenset({'grant'})
0.009781807624450052,frozenset({'great'})
0.0010328963530383903,frozenset({'greater'})
0.004248833106282243,frozenset({'group'})
0.0025068673649418227,frozenset({'grow'})
0.002423119011992764,frozenset({'growth'})
0.0017642986354601694,frozenset({'guess'})
0.0016861335060410479,frozenset({'guid'})
0.0017363825178104831,frozenset({'guidanc'})
0.003243852870893539,frozenset({'guidelin'})
0.0035285972709203388,frozenset({'guy'})
0.0013288072001250643,frozenset({'gym'})
0.004042253835674565,frozenset({'h'})
0.0016805502825111107,frozenset({'ha'})
0.0020155436943073454,frozenset({'half'})
0.006482122518257141,frozenset({'hand'})
0.0029981910355763005,frozenset({'handl'})
0.0065547044241463254,frozenset({'happen'})
0.004455412376889921,frozenset({'happi'})
0.004388413694530674,frozenset({'hard'})
0.0014683877883734954,frozenset({'hate'})
0.0038300913415369496,frozenset({'head'})
0.001027313129508453,frozenset({'headlin'})
0.02856935480268888,frozenset({'health'})
0.005678138329946178,frozenset({'healthcar'})
0.002914442682627242,frozenset({'healthi'})
0.004522411059249168,frozenset({'hear'})
0.0018201308707595418,frozenset({'heard'})
0.002691113741429752,frozenset({'heart'})
0.0015521361413225539,frozenset({'held'})
0.0013343904236550015,frozenset({'hell'})
0.027106550237845323,frozenset({'help'})
0.0012450588471760056,frozenset({'hero'})
0.0032103535297139155,frozenset({'hey'})
0.0021997900707952742,frozenset({'hi'})
0.00705161131831074,frozenset({'high'})
0.0026185318355405676,frozenset({'higher'})
0.004717823882796971,frozenset({'highest'})
0.002121624941376153,frozenset({'highlight'})
0.00196529468253791,frozenset({'histori'})
0.005415726824039127,frozenset({'hit'})
0.0013064743060053152,frozenset({'ho'})
0.0019262121178283494,frozenset({'hoax'})
0.003171270965004355,frozenset({'hold'})
